chr	start	end	TargetGene	CellType	enformer_norm_score
chr8	125971910	125972281	NSMCE2	K562	
chr8	124749115	124749615	TATDN1	K562	
chr8	127177380	127179940	MYC	K562	
chr8	127565960	127568520	MYC	K562	0.0
chr8	127615040	127617540	MYC	K562	0.0
chr8	127724639	127727139	MYC	K562	2499.9787090654963
chr8	127727699	127730239	MYC	K562	3106.194143885118
chr8	127745099	127747659	MYC	K562	2746.747011425642
chr8	127758479	127760979	MYC	K562	11340.469411929535
chr8	127775559	127778059	MYC	K562	1412.623819720831
chr8	127799639	127802139	MYC	K562	2285.405396370555
chr8	127805719	127808299	MYC	K562	520.5308869001311
chr8	127814179	127816679	MYC	K562	651.708487300259
chr8	127819159	127821659	MYC	K562	798.4363928512224
chr8	127830499	127832999	MYC	K562	1369.546921399741
chr8	127843259	127845839	MYC	K562	0.0
chr8	127850339	127853479	MYC	K562	0.0
chr8	127858659	127861179	MYC	K562	0.0
chr8	127865319	127867819	MYC	K562	0.0
chr8	127874519	127877119	MYC	K562	0.0
chr8	127888899	127891819	MYC	K562	0.0
chr8	127898896	127898963	MYC	K562	0.0
chr8	127903759	127906339	MYC	K562	0.0
chr8	127909799	127912539	MYC	K562	0.0
chr8	127925019	127927559	MYC	K562	0.0
chr8	127944419	127947019	MYC	K562	
chr8	127950459	127952959	MYC	K562	
chr8	127957679	127960199	MYC	K562	
chr8	127960391	127960502	MYC	K562	
chr8	127961319	127963819	MYC	K562	
chr8	127966679	127969199	MYC	K562	
chr8	127974979	127977499	MYC	K562	
chr8	127986659	127989179	MYC	K562	
chr8	127991559	127994539	MYC	K562	
chr8	128001399	128003979	MYC	K562	
chr8	128006459	128008979	MYC	K562	
chr8	128009959	128012519	MYC	K562	
chr8	128013299	128016059	MYC	K562	
chr8	128029399	128031899	MYC	K562	
chr8	128034079	128036579	MYC	K562	
chr8	128038259	128040779	MYC	K562	
chr8	128055839	128058339	MYC	K562	
chr8	128060399	128062899	MYC	K562	
chr8	128075939	128078439	MYC	K562	
chr8	128081559	128084059	MYC	K562	
chr8	128103879	128106379	MYC	K562	
chr8	128126759	128129259	MYC	K562	
chr8	128137279	128139779	MYC	K562	
chr8	128143819	128146339	MYC	K562	
chr8	128166659	128169179	MYC	K562	
chr8	128172559	128175059	MYC	K562	
chr8	128176978	128177099	MYC	K562	
chr8	128182419	128184939	MYC	K562	
chr8	128189159	128191659	MYC	K562	
chr8	128196499	128199019	MYC	K562	
chr8	128239319	128241859	MYC	K562	
chr8	128250719	128253219	MYC	K562	
chr8	128268359	128270859	MYC	K562	
chr8	128282059	128284559	MYC	K562	
chr8	128310839	128313359	MYC	K562	
chr8	128321559	128324079	MYC	K562	
chr8	128325839	128328359	MYC	K562	
chr8	128340379	128342879	MYC	K562	
chr8	128352539	128355079	MYC	K562	
chr8	128427019	128429519	MYC	K562	
chr8	128446979	128449479	MYC	K562	
chr8	128552059	128554559	MYC	K562	
chr8	128652219	128654779	MYC	K562	
chr8	129308979	129311479	MYC	K562	
chr8	129315599	129318139	MYC	K562	
chr8	129413499	129416019	MYC	K562	
chr8	129424479	129426979	MYC	K562	
chr8	129438999	129441519	MYC	K562	
chr8	129445499	129448059	MYC	K562	
chr8	129453219	129455739	MYC	K562	
chr8	129467339	129469919	MYC	K562	
chr8	129476439	129478979	MYC	K562	
chr8	129479039	129481559	MYC	K562	
chr8	129484659	129487159	MYC	K562	
chr8	129489339	129491879	MYC	K562	
chr8	129499499	129502019	MYC	K562	
chr8	129513279	129515779	MYC	K562	
chr8	129524899	129527439	MYC	K562	
chr8	129530759	129533279	MYC	K562	
chr8	129534699	129537439	MYC	K562	
chr8	129541099	129543599	MYC	K562	
chr8	129551359	129553919	MYC	K562	
chr8	129555759	129558279	MYC	K562	
chr8	129560039	129562559	MYC	K562	
chr8	129563619	129566119	MYC	K562	
chr8	129567899	129570399	MYC	K562	
chr8	129581780	129582461	MYC	K562	
chr8	129582479	129584979	MYC	K562	
chr8	129585959	129588459	MYC	K562	
chr8	129590399	129592919	MYC	K562	
chr8	129672459	129675099	MYC	K562	
chr8	129675719	129678239	MYC	K562	
chr8	129680919	129683439	MYC	K562	
chr8	129683999	129686659	MYC	K562	
chr8	129689360	129689694	MYC	K562	
chr8	129689879	129692379	MYC	K562	
chr8	129692458	129693217	MYC	K562	
chr8	129696899	129699399	MYC	K562	
chr8	129700499	129703039	MYC	K562	
chr8	129706899	129709819	MYC	K562	
chr8	129725239	129727759	MYC	K562	
chr8	129730679	129733179	MYC	K562	
chr8	129689337	129689837	CCDC26	K562	13662.219065580563
chr8	130041890	130043224	FAM49B	K562	5667.619554715118
chr8	130671975	130672475	FAM49B	K562	
chr8	140465586	140466086	CHRAC1	K562	3390.4987656473445
chr8	140645744	140646244	CHRAC1	K562	0.0
chr8	141021719	141022914	RP11-809O17.1	K562	0.0
chr8	142961124	142961993	EEF1D	K562	
chr8	142961124	142961993	LY6E	K562	4976.670828217337
chr8	143899414	143900243	EXOSC4	K562	0.0
chr8	144074177	144074677	EXOSC4	K562	16433.438796153343
chr8	144074177	144074677	CYC1	K562	4384.21453723768
chr8	144685687	144686293	RPL8	K562	0.0
chr8	144691318	144692059	RPL8	K562	0.0
chr8	144691318	144692059	HSF1	K562	
chr9	19154016	19154622	RPS6	K562	
chr9	19192683	19193795	RPS6	K562	0.0
chr9	31847896	31849207	NDUFB6	K562	
chr9	33375848	33376348	DNAJA1	K562	
chr9	33619498	33620355	DNAJA1	K562	
chr9	34158272	34158772	STOML2	K562	
chr9	38170822	38171709	EXOSC3	K562	
chr9	38390416	38390916	TOMM5	K562	
chr9	68699077	68699577	FXN	K562	
chr9	69020296	69021186	FXN	K562	13593.171679986852
chr9	69812082	69812711	FXN	K562	
chr9	73143858	73144497	ANXA1	K562	10761.19134084482
chr9	73148376	73149938	ANXA1	K562	21255.596781817858
chr9	87792713	87793213	CTSL	K562	2897.9109222978586
chr9	97084470	97084970	ANP32B	K562	
chr9	97960769	97961269	ANP32B	K562	4377.600285712651
chr9	97966421	97966921	ANP32B	K562	1404.7757198299494
chr9	97980427	97981367	ANP32B	K562	8510.68095022088
chr9	98045050	98045798	ANP32B	K562	2521.4485949629207
chr9	98886684	98887298	ANP32B	K562	
chr9	98931498	98932465	ANP32B	K562	
chr9	97876636	97877208	NANS	K562	0.0
chr9	97954513	97955013	NANS	K562	0.0
chr9	97960769	97961269	NANS	K562	608.1447424614901
chr9	97980427	97981367	NANS	K562	1829.7108249046075
chr9	98931498	98932465	NANS	K562	
chr9	97960769	97961269	HEMGN	K562	6051.224793122713
chr9	98045050	98045798	HEMGN	K562	0.0
chr9	98931498	98932465	HEMGN	K562	
chr9	98886684	98887298	SEC61B	K562	
chr9	98931498	98932465	SEC61B	K562	
chr9	99074014	99074637	SEC61B	K562	0.0
chr9	99075179	99075797	SEC61B	K562	0.0
chr9	99075179	99075797	TGFBR1	K562	8795.273838846368
chr9	108015438	108016101	RAD23B	K562	
chr9	110257874	110258374	TXN	K562	18900.61014897708
chr9	112180235	112181598	PTBP3	K562	0.0
chr9	114538219	114538719	ATP6V1G1	K562	918.6003199558014
chr9	114551863	114552363	ATP6V1G1	K562	3593.235838629656
chr9	120896697	120897631	PHF19	K562	14999.836785692418
chr9	121550415	121550915	NDUFA8	K562	
chr9	123304618	123305485	STRBP	K562	18067.59132982323
chr9	124144728	124145228	RPL35	K562	
chr9	124202340	124202840	RPL35	K562	
chr9	125409425	125409925	RPL35	K562	
chr9	125409425	125409925	PSMB7	K562	
chr9	127422121	127422621	C9orf16	K562	
chr9	128001146	128002179	C9orf16	K562	0.0
chr9	128296243	128297250	C9orf16	K562	0.0
chr9	128783424	128784190	C9orf16	K562	
chr9	129033196	129033696	C9orf16	K562	
chr9	127422121	127422621	COQ4	K562	
chr9	128001146	128002179	COQ4	K562	
chr9	128296243	128297250	COQ4	K562	8629.763982079388
chr9	129033196	129033696	COQ4	K562	
chr9	127422121	127422621	RPL12	K562	6654.4018771041
chr9	127862350	127863418	RPL12	K562	
chr9	128001146	128002179	RPL12	K562	
chr9	128296243	128297250	RPL12	K562	
chr9	127862350	127863418	AK1	K562	16268.238676248639
chr9	127862350	127863418	SET	K562	
chr9	128001146	128002179	SET	K562	
chr9	128296243	128297250	SET	K562	
chr9	129167815	129168490	SET	K562	
chr9	129412041	129412541	SET	K562	
chr9	129033196	129033696	C9orf78	K562	
chr9	129407173	129407673	C9orf78	K562	
chr9	129412041	129412541	C9orf78	K562	
chr9	130536499	130536999	C9orf78	K562	
chr9	130549023	130549523	C9orf78	K562	
chr9	130576129	130576629	C9orf78	K562	
chr9	129167815	129168490	ZDHHC12	K562	
chr9	129406309	129406809	ENDOG	K562	
chr9	130531562	130532062	FUBP3	K562	2100.6203361639778
chr9	132999160	132999660	RPL7A	K562	
chr9	133002831	133003331	RPL7A	K562	
chr9	133022123	133022779	RPL7A	K562	
chr9	133027060	133027560	RPL7A	K562	
chr9	133283070	133284222	RPL7A	K562	1643.7139838950343
chr9	133002831	133003331	SURF1	K562	
chr9	133004122	133004622	GFI1B	K562	4087.6795351615274
chr9	133283070	133284222	GTF3C5	K562	
chr9	135421288	135421788	UBAC1	K562	
chr9	135440397	135442035	UBAC1	K562	
chr9	135440397	135442035	MRPS2	K562	2497.903604187462
chr9	136143227	136143727	DPP7	K562	
chr9	136784146	136784646	DPP7	K562	
chr9	136143227	136143727	EDF1	K562	
chr9	136784146	136784646	EDF1	K562	1574.9106498438937
chr9	136644315	136645244	C9orf142	K562	
chr9	136784146	136784646	MRPL41	K562	
chr9	136787564	136788172	MRPL41	K562	
chr9	136784146	136784646	RABL6	K562	4703.31755463368
chr9	136784896	136785518	PHPT1	K562	1542.0429063764507
chr9	136787564	136788172	PHPT1	K562	1846.8044760125276
chr9	137129510	137130010	SSNA1	K562	1817.5601802298315
chrX	12946730	12947650	OFD1	K562	
chrX	13101663	13102163	OFD1	K562	
chrX	12946730	12947650	TMSB4X	K562	6596.332519494034
chrX	12950092	12950592	TMSB4X	K562	4712.1553471505285
chrX	12950803	12951303	TMSB4X	K562	3790.0998297573365
chrX	12955709	12956663	TMSB4X	K562	13761.773669985521
chrX	12956805	12957305	TMSB4X	K562	12945.11763977246
chrX	12978156	12978656	TMSB4X	K562	15359.687230913654
chrX	13059633	13060133	TMSB4X	K562	1190.407517587875
chrX	13647553	13648053	TMSB4X	K562	
chrX	15947613	15948113	SYAP1	K562	
chrX	15977582	15978082	SYAP1	K562	
chrX	16772420	16772920	SYAP1	K562	8711.654157555266
chrX	16930443	16930943	SYAP1	K562	
chrX	16930443	16930943	RBBP7	K562	1730.2635514809888
chrX	21926575	21927277	SMS	K562	16345.163873553929
chrX	23952863	23954186	APOO	K562	3476.6514649517508
chrX	23952863	23954186	EIF2S3	K562	0.0
chrX	24230930	24231576	PRDX4	K562	
chrX	39857688	39858188	ATP6AP2	K562	
chrX	40543822	40544759	DDX3X	K562	
chrX	41330634	41331134	DDX3X	K562	19704.210912679304
chrX	46796510	46797010	GATA1	K562	
chrX	46838090	46838590	GATA1	K562	
chrX	46913730	46914330	GATA1	K562	
chrX	46957223	46957723	GATA1	K562	
chrX	46978554	46979054	GATA1	K562	
chrX	47010703	47011243	GATA1	K562	
chrX	47030243	47030763	GATA1	K562	
chrX	47047923	47048443	GATA1	K562	
chrX	47059423	47059947	GATA1	K562	
chrX	47076786	47077306	GATA1	K562	
chrX	47093166	47093666	GATA1	K562	
chrX	47129006	47129506	GATA1	K562	
chrX	47135546	47136066	GATA1	K562	
chrX	47191386	47191886	GATA1	K562	
chrX	47197146	47197686	GATA1	K562	
chrX	47264706	47265226	GATA1	K562	
chrX	47285386	47285886	GATA1	K562	
chrX	47312286	47312806	GATA1	K562	
chrX	47321266	47321786	GATA1	K562	
chrX	47361986	47362526	GATA1	K562	
chrX	47366146	47366666	GATA1	K562	
chrX	47380266	47380766	GATA1	K562	
chrX	47384406	47384926	GATA1	K562	
chrX	47483806	47484326	GATA1	K562	
chrX	47523286	47523826	GATA1	K562	
chrX	47541086	47541586	GATA1	K562	
chrX	47542086	47542666	GATA1	K562	
chrX	47559886	47560546	GATA1	K562	
chrX	47562506	47563026	GATA1	K562	
chrX	47563266	47564246	GATA1	K562	
chrX	47572686	47573226	GATA1	K562	
chrX	47574706	47575206	GATA1	K562	
chrX	47577346	47577846	GATA1	K562	
chrX	47579446	47579966	GATA1	K562	
chrX	47595586	47596086	GATA1	K562	
chrX	47608466	47608966	GATA1	K562	
chrX	47628906	47629406	GATA1	K562	
chrX	47633906	47634406	GATA1	K562	
chrX	47647606	47648106	GATA1	K562	
chrX	47649146	47649726	GATA1	K562	
chrX	47662166	47662666	GATA1	K562	
chrX	47663006	47663506	GATA1	K562	
chrX	47664666	47665206	GATA1	K562	
chrX	47675886	47676666	GATA1	K562	
chrX	47683406	47683906	GATA1	K562	
chrX	47685486	47686006	GATA1	K562	
chrX	47711226	47711786	GATA1	K562	
chrX	47712546	47713186	GATA1	K562	
chrX	47752606	47753106	GATA1	K562	
chrX	47772706	47773206	GATA1	K562	
chrX	47796246	47796966	GATA1	K562	
chrX	47802506	47803026	GATA1	K562	
chrX	47814766	47815266	GATA1	K562	
chrX	47817366	47817886	GATA1	K562	
chrX	47831706	47832306	GATA1	K562	
chrX	47837426	47837926	GATA1	K562	
chrX	47880786	47881326	GATA1	K562	
chrX	47936466	47936966	GATA1	K562	
chrX	47940426	47940946	GATA1	K562	
chrX	47958846	47959346	GATA1	K562	
chrX	48025591	48026091	GATA1	K562	
chrX	48026551	48027111	GATA1	K562	
chrX	48083156	48083656	GATA1	K562	
chrX	48451629	48452150	GATA1	K562	
chrX	48467318	48467838	GATA1	K562	
chrX	48468078	48468618	GATA1	K562	
chrX	48472877	48473377	GATA1	K562	
chrX	48474017	48474517	GATA1	K562	
chrX	48487397	48487897	GATA1	K562	
chrX	48492217	48492957	GATA1	K562	
chrX	48494017	48494537	GATA1	K562	
chrX	48496597	48497117	GATA1	K562	
chrX	48498257	48498857	GATA1	K562	
chrX	48505637	48506137	GATA1	K562	
chrX	48511457	48511957	GATA1	K562	
chrX	48513537	48514057	GATA1	K562	
chrX	48514297	48514857	GATA1	K562	
chrX	48530697	48531197	GATA1	K562	
chrX	48531577	48532077	GATA1	K562	
chrX	48532097	48532597	GATA1	K562	
chrX	48547317	48547817	GATA1	K562	
chrX	48555637	48556137	GATA1	K562	
chrX	48569797	48570377	GATA1	K562	
chrX	48572757	48573257	GATA1	K562	
chrX	48580577	48581077	GATA1	K562	
chrX	48589677	48590217	GATA1	K562	0.0
chrX	48590697	48591197	GATA1	K562	0.0
chrX	48591277	48591997	GATA1	K562	0.0
chrX	48592097	48592597	GATA1	K562	0.0
chrX	48592717	48593217	GATA1	K562	0.0
chrX	48595897	48596417	GATA1	K562	0.0
chrX	48611657	48612177	GATA1	K562	0.0
chrX	48617462	48617962	GATA1	K562	0.0
chrX	48629257	48629817	GATA1	K562	0.0
chrX	48631297	48631817	GATA1	K562	0.0
chrX	48631997	48632497	GATA1	K562	0.0
chrX	48636677	48637257	GATA1	K562	0.0
chrX	48648237	48648737	GATA1	K562	0.0
chrX	48649037	48649537	GATA1	K562	0.0
chrX	48676176	48676716	GATA1	K562	0.0
chrX	48680376	48680876	GATA1	K562	0.0
chrX	48700914	48701434	GATA1	K562	549.2555118997587
chrX	48701894	48702434	GATA1	K562	520.9548695089962
chrX	48711994	48712494	GATA1	K562	431.541341544872
chrX	48714980	48715520	GATA1	K562	657.6669347338961
chrX	48736361	48736858	GATA1	K562	5245.984742717896
chrX	48737018	48737918	GATA1	K562	6203.403551651158
chrX	48739038	48739538	GATA1	K562	928.9099116587594
chrX	48752502	48753002	GATA1	K562	3045.8905537718606
chrX	48764921	48765461	GATA1	K562	2739.361921623259
chrX	48765501	48766060	GATA1	K562	2668.4158687000636
chrX	48770189	48771169	GATA1	K562	4066.712678541174
chrX	48776950	48777470	GATA1	K562	7647.438708257454
chrX	48779350	48779850	GATA1	K562	4247.92194073193
chrX	48782818	48783318	GATA1	K562	19544.91587689239
chrX	48784617	48785277	GATA1	K562	16567.58399142753
chrX	48798238	48798738	GATA1	K562	6586.617210843959
chrX	48800621	48800667	GATA1	K562	12408.542384666867
chrX	48812278	48812778	GATA1	K562	2746.4577477982725
chrX	48833655	48834215	GATA1	K562	4382.5649957669075
chrX	48841664	48842164	GATA1	K562	728.3707961028371
chrX	48854765	48855265	GATA1	K562	1682.3926498687106
chrX	48864144	48864644	GATA1	K562	1192.1538277420564
chrX	48867737	48868384	GATA1	K562	1220.321062233392
chrX	48876886	48877386	GATA1	K562	790.1221457293738
chrX	48883606	48884126	GATA1	K562	546.0034770455891
chrX	48890322	48890862	GATA1	K562	0.0
chrX	48891522	48892042	GATA1	K562	0.0
chrX	48917188	48917688	GATA1	K562	0.0
chrX	48919808	48920708	GATA1	K562	0.0
chrX	48936994	48938034	GATA1	K562	0.0
chrX	48940454	48940954	GATA1	K562	0.0
chrX	48941708	48942244	GATA1	K562	0.0
chrX	48942924	48943424	GATA1	K562	0.0
chrX	48943724	48944224	GATA1	K562	0.0
chrX	48945685	48946205	GATA1	K562	0.0
chrX	48948585	48949085	GATA1	K562	0.0
chrX	48955905	48956423	GATA1	K562	0.0
chrX	48961484	48961984	GATA1	K562	0.0
chrX	48962024	48962524	GATA1	K562	0.0
chrX	48980272	48980772	GATA1	K562	0.0
chrX	49003655	49004155	GATA1	K562	
chrX	49037800	49038300	GATA1	K562	
chrX	49039800	49040300	GATA1	K562	
chrX	49041618	49042119	GATA1	K562	
chrX	49042179	49042779	GATA1	K562	
chrX	49047157	49047736	GATA1	K562	
chrX	49059774	49060274	GATA1	K562	
chrX	49068409	49068909	GATA1	K562	
chrX	49082207	49082712	GATA1	K562	
chrX	49083332	49084594	GATA1	K562	
chrX	49089530	49090049	GATA1	K562	
chrX	49099827	49100387	GATA1	K562	
chrX	49106834	49107334	GATA1	K562	
chrX	49120032	49120532	GATA1	K562	
chrX	49139690	49140190	GATA1	K562	
chrX	49148590	49149090	GATA1	K562	
chrX	49150250	49150750	GATA1	K562	
chrX	49155148	49156608	GATA1	K562	
chrX	49161593	49162093	GATA1	K562	
chrX	49163947	49164447	GATA1	K562	
chrX	49166366	49166866	GATA1	K562	
chrX	49167166	49167746	GATA1	K562	
chrX	49174596	49175096	GATA1	K562	
chrX	49175356	49175936	GATA1	K562	
chrX	49177416	49177916	GATA1	K562	
chrX	49188652	49189152	GATA1	K562	
chrX	49189232	49189732	GATA1	K562	
chrX	49190908	49191428	GATA1	K562	
chrX	49192648	49193148	GATA1	K562	
chrX	49193388	49193908	GATA1	K562	
chrX	49209725	49210285	GATA1	K562	
chrX	49230403	49231363	GATA1	K562	
chrX	49237138	49237898	GATA1	K562	
chrX	49240277	49240877	GATA1	K562	
chrX	49241659	49242179	GATA1	K562	
chrX	49242579	49243099	GATA1	K562	
chrX	49244199	49244719	GATA1	K562	
chrX	49260208	49260788	GATA1	K562	
chrX	49270962	49271462	GATA1	K562	
chrX	49273202	49273782	GATA1	K562	
chrX	49282484	49283004	GATA1	K562	
chrX	49291877	49292377	GATA1	K562	
chrX	49673382	49673882	GATA1	K562	
chrX	49754142	49754662	GATA1	K562	
chrX	49838342	49838842	GATA1	K562	
chrX	49840622	49841182	GATA1	K562	
chrX	49856662	49857162	GATA1	K562	
chrX	49859402	49859902	GATA1	K562	
chrX	49860802	49861602	GATA1	K562	
chrX	49862042	49862582	GATA1	K562	
chrX	49868702	49869202	GATA1	K562	
chrX	49876682	49877202	GATA1	K562	
chrX	49884201	49884701	GATA1	K562	
chrX	49915496	49916076	GATA1	K562	
chrX	49919435	49919975	GATA1	K562	
chrX	49921035	49921555	GATA1	K562	
chrX	49923356	49923856	GATA1	K562	
chrX	49924715	49925375	GATA1	K562	
chrX	49926355	49926855	GATA1	K562	
chrX	49976654	49977174	GATA1	K562	
chrX	50046156	50046656	GATA1	K562	
chrX	50071570	50072110	GATA1	K562	
chrX	50136174	50137194	GATA1	K562	
chrX	50177101	50177621	GATA1	K562	
chrX	50180501	50181003	GATA1	K562	
chrX	50183863	50184503	GATA1	K562	
chrX	50198334	50198894	GATA1	K562	
chrX	50204414	50204954	GATA1	K562	
chrX	50448547	50449047	GATA1	K562	
chrX	50579885	50580405	GATA1	K562	
chrX	50691665	50692165	GATA1	K562	
chrX	46796510	46797010	HDAC6	K562	
chrX	46838090	46838590	HDAC6	K562	
chrX	46913730	46914330	HDAC6	K562	
chrX	46957223	46957723	HDAC6	K562	
chrX	46978554	46979054	HDAC6	K562	
chrX	47010703	47011243	HDAC6	K562	
chrX	47030243	47030763	HDAC6	K562	
chrX	47047923	47048443	HDAC6	K562	
chrX	47059423	47059947	HDAC6	K562	
chrX	47076786	47077306	HDAC6	K562	
chrX	47093166	47093666	HDAC6	K562	
chrX	47129006	47129506	HDAC6	K562	
chrX	47135546	47136066	HDAC6	K562	
chrX	47191386	47191886	HDAC6	K562	
chrX	47197146	47197686	HDAC6	K562	
chrX	47264706	47265226	HDAC6	K562	
chrX	47312286	47312806	HDAC6	K562	
chrX	47321266	47321786	HDAC6	K562	
chrX	47361986	47362526	HDAC6	K562	
chrX	47366146	47366666	HDAC6	K562	
chrX	47380266	47380766	HDAC6	K562	
chrX	47384406	47384926	HDAC6	K562	
chrX	47483806	47484326	HDAC6	K562	
chrX	47523286	47523826	HDAC6	K562	
chrX	47541086	47541586	HDAC6	K562	
chrX	47542086	47542666	HDAC6	K562	
chrX	47559886	47560546	HDAC6	K562	
chrX	47562506	47563026	HDAC6	K562	
chrX	47563266	47564246	HDAC6	K562	
chrX	47572686	47573226	HDAC6	K562	
chrX	47574706	47575206	HDAC6	K562	
chrX	47577346	47577846	HDAC6	K562	
chrX	47579446	47579966	HDAC6	K562	
chrX	47595586	47596086	HDAC6	K562	
chrX	47608466	47608966	HDAC6	K562	
chrX	47628906	47629406	HDAC6	K562	
chrX	47633906	47634406	HDAC6	K562	
chrX	47647606	47648106	HDAC6	K562	
chrX	47649146	47649726	HDAC6	K562	
chrX	47662166	47662666	HDAC6	K562	
chrX	47664666	47665206	HDAC6	K562	
chrX	47675886	47676666	HDAC6	K562	
chrX	47683406	47683906	HDAC6	K562	
chrX	47685486	47686006	HDAC6	K562	
chrX	47711226	47711786	HDAC6	K562	
chrX	47712546	47713186	HDAC6	K562	
chrX	47752606	47753106	HDAC6	K562	
chrX	47772706	47773206	HDAC6	K562	
chrX	47796246	47796966	HDAC6	K562	
chrX	47802506	47803026	HDAC6	K562	
chrX	47814766	47815266	HDAC6	K562	
chrX	47817366	47817886	HDAC6	K562	
chrX	47831706	47832306	HDAC6	K562	
chrX	47837426	47837926	HDAC6	K562	
chrX	47880786	47881326	HDAC6	K562	
chrX	47936466	47936966	HDAC6	K562	
chrX	47958846	47959346	HDAC6	K562	
chrX	48025591	48026091	HDAC6	K562	
chrX	48026551	48027111	HDAC6	K562	
chrX	48083156	48083656	HDAC6	K562	
chrX	48451629	48452150	HDAC6	K562	
chrX	48467318	48467838	HDAC6	K562	
chrX	48468078	48468618	HDAC6	K562	
chrX	48472877	48473377	HDAC6	K562	
chrX	48474017	48474517	HDAC6	K562	
chrX	48487397	48487897	HDAC6	K562	
chrX	48492217	48492957	HDAC6	K562	
chrX	48494017	48494537	HDAC6	K562	
chrX	48496597	48497117	HDAC6	K562	
chrX	48498257	48498857	HDAC6	K562	
chrX	48505637	48506137	HDAC6	K562	
chrX	48511457	48511957	HDAC6	K562	
chrX	48513537	48514057	HDAC6	K562	
chrX	48514297	48514857	HDAC6	K562	
chrX	48531577	48532077	HDAC6	K562	
chrX	48532097	48532597	HDAC6	K562	
chrX	48547317	48547817	HDAC6	K562	
chrX	48569797	48570377	HDAC6	K562	
chrX	48572757	48573257	HDAC6	K562	
chrX	48580577	48581077	HDAC6	K562	
chrX	48589677	48590217	HDAC6	K562	
chrX	48590697	48591197	HDAC6	K562	
chrX	48591277	48591997	HDAC6	K562	
chrX	48592097	48592597	HDAC6	K562	
chrX	48592717	48593217	HDAC6	K562	
chrX	48595897	48596417	HDAC6	K562	
chrX	48611657	48612177	HDAC6	K562	0.0
chrX	48617497	48618037	HDAC6	K562	0.0
chrX	48629257	48629817	HDAC6	K562	0.0
chrX	48631297	48631817	HDAC6	K562	0.0
chrX	48631997	48632497	HDAC6	K562	0.0
chrX	48636677	48637257	HDAC6	K562	0.0
chrX	48648237	48648737	HDAC6	K562	0.0
chrX	48649037	48649537	HDAC6	K562	0.0
chrX	48652037	48652577	HDAC6	K562	0.0
chrX	48676176	48676716	HDAC6	K562	0.0
chrX	48680376	48680876	HDAC6	K562	0.0
chrX	48700914	48701434	HDAC6	K562	0.0
chrX	48701894	48702434	HDAC6	K562	57.816771082871774
chrX	48711994	48712494	HDAC6	K562	408.86560998872204
chrX	48714980	48715520	HDAC6	K562	764.0834732841247
chrX	48736361	48736858	HDAC6	K562	1911.6775854981684
chrX	48737018	48737918	HDAC6	K562	2333.994227396085
chrX	48739038	48739538	HDAC6	K562	595.4796718323659
chrX	48752502	48753002	HDAC6	K562	2150.8640445790397
chrX	48764921	48765461	HDAC6	K562	2048.8975121343346
chrX	48765501	48766060	HDAC6	K562	2079.7127046407827
chrX	48770189	48771169	HDAC6	K562	2264.6447264913054
chrX	48776950	48777470	HDAC6	K562	13364.751737689276
chrX	48782964	48783085	HDAC6	K562	5997.546070654131
chrX	48784617	48785277	HDAC6	K562	4466.092180281705
chrX	48789397	48789977	HDAC6	K562	3415.6621962481695
chrX	48793298	48793798	HDAC6	K562	8055.644528981878
chrX	48794198	48794758	HDAC6	K562	15863.27271320843
chrX	48794818	48795318	HDAC6	K562	16220.526705498314
chrX	48798238	48798738	HDAC6	K562	7360.8027857022125
chrX	48800621	48800667	HDAC6	K562	58434.846584166895
chrX	48833655	48834215	HDAC6	K562	4749.010928397609
chrX	48864144	48864644	HDAC6	K562	1390.301014520562
chrX	48867802	48868386	HDAC6	K562	2982.449142030494
chrX	48883606	48884126	HDAC6	K562	530.170354694932
chrX	48890322	48890862	HDAC6	K562	1271.2881069701327
chrX	48891522	48892042	HDAC6	K562	1377.7222720849795
chrX	48917188	48917688	HDAC6	K562	0.0
chrX	48919808	48920708	HDAC6	K562	0.0
chrX	48936994	48938034	HDAC6	K562	0.0
chrX	48940454	48940954	HDAC6	K562	0.0
chrX	48941708	48942244	HDAC6	K562	0.0
chrX	48942924	48943424	HDAC6	K562	0.0
chrX	48943724	48944224	HDAC6	K562	0.0
chrX	48945685	48946205	HDAC6	K562	0.0
chrX	48948585	48949085	HDAC6	K562	0.0
chrX	48955905	48956423	HDAC6	K562	0.0
chrX	48961484	48961984	HDAC6	K562	0.0
chrX	48962024	48962524	HDAC6	K562	0.0
chrX	48980272	48980772	HDAC6	K562	0.0
chrX	49003655	49004155	HDAC6	K562	
chrX	49037800	49038300	HDAC6	K562	
chrX	49039800	49040300	HDAC6	K562	
chrX	49041618	49042119	HDAC6	K562	
chrX	49042179	49042779	HDAC6	K562	
chrX	49047157	49047736	HDAC6	K562	
chrX	49059774	49060274	HDAC6	K562	
chrX	49068409	49068909	HDAC6	K562	
chrX	49082207	49082712	HDAC6	K562	
chrX	49083332	49084594	HDAC6	K562	
chrX	49099827	49100387	HDAC6	K562	
chrX	49106834	49107334	HDAC6	K562	
chrX	49120032	49120532	HDAC6	K562	
chrX	49139690	49140190	HDAC6	K562	
chrX	49148590	49149090	HDAC6	K562	
chrX	49155148	49156608	HDAC6	K562	
chrX	49161593	49162093	HDAC6	K562	
chrX	49163947	49164447	HDAC6	K562	
chrX	49166366	49166866	HDAC6	K562	
chrX	49167166	49167746	HDAC6	K562	
chrX	49174596	49175096	HDAC6	K562	
chrX	49175356	49175936	HDAC6	K562	
